Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Lead_Time_Days,GSCPI,gust_kph,precip_mm
SC-13875,2025-05-23,Antwerp,Los Angeles,Sea,Pharmaceuticals,6578.15,57.14,19.83,0.28,11.125,0.0
SC-13876,2025-04-11,Dubai,Marseille,Road,Perishables,2938.95,48.35,5.1,-0.25,13.7,0.11875
SC-13877,2025-06-07,Los Angeles,Rotterdam,Rail,Automotive,13250.29,167.17,14.52,0.08,16.075,0.03125
SC-13878,2025-01-03,Los Angeles,Antwerp,Air,Electronics,8577.09,187.41,3.71,-0.18,15.88125,0.1625
SC-13879,2024-02-26,Los Angeles,Marseille,Air,Perishables,3855.02,107.94,0.5,-0.19,13.7,0.11875
SC-13880,2025-05-26,Shanghai,Dubai,Rail,Perishables,7785.2,292.98,7.77,0.28,22.25625,0.0
SC-13881,2025-08-03,Dubai,Antwerp,Air,Automotive,11106.55,222.01,5.2,-0.08,15.88125,0.1625
SC-13882,2024-06-19,Los Angeles,Singapore,Air,Textiles,14392.71,18.05,7.9,-0.35,13.7,0.0
SC-13883,2025-01-11,Busan,Rotterdam,Rail,Pharmaceuticals,3696.47,160.51,4.44,-0.18,16.075,0.03125
SC-13884,2024-06-10,Busan,Rotterdam,Road,Perishables,13349.64,405.41,13.29,-0.35,16.075,0.03125
SC-13885,2024-09-18,Dubai,Los Angeles,Air,Perishables,14047.41,345.16,0.85,0.1,11.125,0.0
SC-13886,2024-04-15,Dubai,Hamburg,Rail,Perishables,13788.1,362.71,10.89,-0.96,14.15,0.2625
SC-13887,2025-08-10,Hamburg,Antwerp,Sea,Pharmaceuticals,9713.51,349.36,147.75,-0.08,15.88125,0.1625
SC-13888,2025-11-21,Antwerp,Hamburg,Rail,Automotive,9632.4,156.18,12.83,-0.15,14.15,0.2625
SC-13889,2024-04-28,Dubai,Los Angeles,Air,Textiles,6346.55,50.73,0.6,-0.96,11.125,0.0
SC-13890,2024-08-21,Rotterdam,Hamburg,Air,Electronics,11409.77,136.96,5.68,0.21,14.15,0.2625
SC-13891,2025-06-05,Shanghai,Antwerp,Air,Perishables,8203.76,416.06,0.65,0.08,15.88125,0.1625
SC-13892,2024-01-03,Busan,Singapore,Rail,Pharmaceuticals,10322.85,490.25,9.29,-0.34,13.7,0.0
SC-13893,2024-02-15,Singapore,Antwerp,Air,Electronics,6712.64,247.43,0.79,-0.19,15.88125,0.1625
SC-13894,2024-01-13,Busan,Antwerp,Sea,Electronics,11106.7,5.84,26.72,-0.34,15.88125,0.1625
SC-13895,2024-09-07,Los Angeles,Antwerp,Air,Pharmaceuticals,12454.84,70.88,1.02,0.1,15.88125,0.1625
SC-13896,2024-02-17,Singapore,Hamburg,Sea,Perishables,2623.33,161.72,4.6,-0.19,14.15,0.2625
SC-13897,2025-04-28,Los Angeles,Marseille,Sea,Pharmaceuticals,12577.48,289.71,22.13,-0.25,13.7,0.11875
SC-13898,2025-01-07,Los Angeles,Busan,Rail,Textiles,8334.3,38.47,18.3,-0.18,6.4125,0.08125
SC-13899,2025-01-27,Busan,Hamburg,Road,Automotive,12747.66,471.74,74.54,-0.18,14.15,0.2625
SC-13900,2024-06-02,Los Angeles,Singapore,Road,Perishables,6753.87,183.18,6.81,-0.35,13.7,0.0
SC-13901,2024-07-02,Los Angeles,Antwerp,Sea,Automotive,5996.09,456.38,13.0,-0.05,15.88125,0.1625
SC-13902,2024-02-06,Busan,Singapore,Rail,Perishables,13768.38,390.48,16.81,-0.19,13.7,0.0
SC-13903,2025-07-20,Dubai,Busan,Rail,Electronics,4141.95,377.96,11.15,0.02,6.4125,0.08125
SC-13904,2025-11-02,Antwerp,Rotterdam,Rail,Automotive,12741.08,303.75,11.43,-0.15,16.075,0.03125
SC-13905,2025-03-05,Los Angeles,Marseille,Road,Textiles,7518.3,313.77,6.46,-0.19,13.7,0.11875
SC-13906,2024-08-17,Antwerp,Shanghai,Road,Perishables,7954.38,319.36,53.52,0.21,6.4,0.1875
SC-13907,2024-11-25,Rotterdam,Shanghai,Rail,Automotive,4972.79,314.73,14.25,-0.28,6.4,0.1875
SC-13908,2024-09-11,Singapore,Shanghai,Road,Automotive,8809.11,277.31,52.31,0.1,6.4,0.1875
SC-13909,2025-03-02,Dubai,Rotterdam,Rail,Textiles,5215.56,493.22,4.41,-0.19,16.075,0.03125
SC-13910,2024-11-23,Singapore,Busan,Road,Perishables,1069.41,366.41,2.78,-0.28,6.4125,0.08125
SC-13911,2024-10-04,Shanghai,Marseille,Road,Textiles,4443.98,388.7,27.23,-0.35,13.7,0.11875
SC-13912,2024-03-20,Dubai,Rotterdam,Rail,Pharmaceuticals,592.5,436.36,1.66,-0.36,16.075,0.03125
SC-13913,2025-08-08,Singapore,Dubai,Rail,Electronics,14686.14,108.6,20.71,-0.08,22.25625,0.0
SC-13914,2025-01-16,Shanghai,Rotterdam,Air,Textiles,14503.33,42.82,1.16,-0.18,16.075,0.03125
SC-13915,2024-05-02,Rotterdam,Hamburg,Rail,Pharmaceuticals,6229.75,241.96,8.5,-0.59,14.15,0.2625
SC-13916,2025-05-29,Hamburg,Antwerp,Air,Textiles,11061.38,257.53,5.27,0.28,15.88125,0.1625
SC-13917,2025-11-20,Busan,Hamburg,Road,Textiles,5514.19,414.76,5.22,-0.15,14.15,0.2625
SC-13918,2024-02-23,Los Angeles,Hamburg,Rail,Perishables,10230.85,222.45,70.66,-0.19,14.15,0.2625
SC-13919,2024-07-02,Dubai,Hamburg,Road,Textiles,12178.74,285.86,86.31,-0.05,14.15,0.2625
SC-13920,2024-08-16,Singapore,Hamburg,Rail,Textiles,14227.97,264.01,36.02,0.21,14.15,0.2625
SC-13921,2025-06-12,Singapore,Shanghai,Road,Automotive,6303.08,20.06,5.45,0.08,6.4,0.1875
SC-13922,2024-02-17,Los Angeles,Shanghai,Road,Textiles,11857.82,307.99,9.05,-0.19,6.4,0.1875
SC-13923,2025-02-14,Los Angeles,Antwerp,Road,Electronics,4355.96,414.19,2.37,0.0,15.88125,0.1625
SC-13924,2024-03-11,Hamburg,Los Angeles,Sea,Automotive,14859.82,79.59,186.22,-0.36,11.125,0.0
SC-13925,2025-04-21,Rotterdam,Shanghai,Road,Textiles,873.66,297.57,1.51,-0.25,6.4,0.1875
SC-13926,2024-10-16,Los Angeles,Busan,Air,Textiles,9251.17,297.21,1.31,-0.35,6.4125,0.08125
SC-13927,2024-11-14,Hamburg,Los Angeles,Rail,Perishables,10062.84,82.93,9.35,-0.28,11.125,0.0
SC-13928,2024-12-01,Rotterdam,Marseille,Air,Electronics,10476.66,62.61,0.5,-0.26,13.7,0.11875
SC-13929,2024-03-29,Dubai,Singapore,Sea,Textiles,2245.62,490.05,5.07,-0.36,13.7,0.0
SC-13930,2025-07-20,Los Angeles,Busan,Air,Textiles,14108.68,197.47,1.83,0.02,6.4125,0.08125
SC-13931,2025-04-12,Rotterdam,Busan,Rail,Automotive,3127.16,114.48,25.64,-0.25,6.4125,0.08125
SC-13932,2024-01-09,Los Angeles,Shanghai,Rail,Automotive,9529.92,86.49,7.27,-0.34,6.4,0.1875
SC-13933,2025-01-12,Singapore,Shanghai,Rail,Electronics,3728.8,334.13,3.66,-0.18,6.4,0.1875
SC-13934,2024-07-24,Rotterdam,Los Angeles,Sea,Automotive,4954.64,305.11,23.03,-0.05,11.125,0.0
SC-13935,2024-10-25,Hamburg,Singapore,Sea,Textiles,8423.65,322.13,19.48,-0.35,13.7,0.0
SC-13936,2025-07-31,Shanghai,Antwerp,Rail,Pharmaceuticals,6549.3,44.92,8.91,0.02,15.88125,0.1625
SC-13937,2024-11-07,Singapore,Rotterdam,Rail,Pharmaceuticals,2823.27,446.87,3.69,-0.28,16.075,0.03125
SC-13938,2025-09-29,Rotterdam,Shanghai,Sea,Perishables,2978.58,195.24,12.82,-0.02,6.4,0.1875
SC-13939,2024-09-05,Antwerp,Shanghai,Rail,Perishables,6563.1,157.37,44.51,0.1,6.4,0.1875
SC-13940,2025-04-20,Shanghai,Los Angeles,Air,Automotive,11480.6,231.72,1.54,-0.25,11.125,0.0
SC-13941,2025-01-12,Dubai,Antwerp,Road,Pharmaceuticals,13520.49,195.64,12.6,-0.18,15.88125,0.1625
SC-13942,2025-08-28,Los Angeles,Dubai,Air,Pharmaceuticals,1719.85,431.92,0.5,-0.08,22.25625,0.0
SC-13943,2025-05-20,Hamburg,Busan,Rail,Pharmaceuticals,6200.01,464.7,6.27,0.28,6.4125,0.08125
SC-13944,2024-07-19,Busan,Rotterdam,Rail,Pharmaceuticals,1953.56,152.42,5.07,-0.05,16.075,0.03125
SC-13945,2025-07-13,Los Angeles,Busan,Road,Textiles,740.59,432.1,2.26,0.02,6.4125,0.08125
SC-13946,2024-09-08,Dubai,Singapore,Road,Automotive,10094.92,390.98,18.34,0.1,13.7,0.0
SC-13947,2024-06-03,Dubai,Los Angeles,Rail,Perishables,9235.52,465.47,25.53,-0.35,11.125,0.0
SC-13948,2024-01-07,Rotterdam,Los Angeles,Road,Electronics,2863.78,123.63,3.44,-0.34,11.125,0.0
SC-13949,2025-02-23,Antwerp,Dubai,Air,Pharmaceuticals,3890.29,288.9,0.85,0.0,22.25625,0.0
SC-13950,2024-01-25,Shanghai,Singapore,Sea,Electronics,843.76,138.0,5.37,-0.34,13.7,0.0
SC-13951,2024-08-26,Shanghai,Singapore,Air,Pharmaceuticals,12606.73,412.22,1.0,0.21,13.7,0.0
SC-13952,2025-07-08,Rotterdam,Marseille,Sea,Textiles,14633.01,3.66,235.41,0.02,13.7,0.11875
SC-13953,2024-12-20,Rotterdam,Dubai,Road,Textiles,2464.16,282.84,2.74,-0.26,22.25625,0.0
SC-13954,2025-10-13,Los Angeles,Hamburg,Rail,Textiles,3856.39,170.26,4.44,-0.08,14.15,0.2625
SC-13955,2025-12-11,Los Angeles,Rotterdam,Air,Electronics,13091.94,162.02,0.76,0.56,16.075,0.03125
SC-13956,2024-01-10,Antwerp,Dubai,Air,Electronics,13933.73,322.81,7.6,-0.34,22.25625,0.0
SC-13957,2024-12-09,Dubai,Busan,Rail,Automotive,6584.6,425.89,9.39,-0.26,6.4125,0.08125
SC-13958,2024-01-02,Dubai,Los Angeles,Sea,Textiles,1234.03,304.99,3.52,-0.34,11.125,0.0
SC-13959,2025-11-04,Antwerp,Singapore,Rail,Automotive,1071.18,426.73,3.73,-0.15,13.7,0.0
SC-13960,2025-01-20,Los Angeles,Antwerp,Air,Textiles,8822.27,133.03,1.19,-0.18,15.88125,0.1625
SC-13961,2024-11-10,Singapore,Antwerp,Road,Automotive,6196.98,260.23,4.11,-0.28,15.88125,0.1625
SC-13962,2024-04-16,Los Angeles,Rotterdam,Sea,Pharmaceuticals,915.46,225.82,2.54,-0.96,16.075,0.03125
SC-13963,2024-07-29,Hamburg,Marseille,Rail,Automotive,8957.16,6.81,8.08,-0.05,13.7,0.11875
SC-13964,2025-06-26,Rotterdam,Shanghai,Sea,Electronics,663.89,278.85,0.86,0.08,6.4,0.1875
SC-13965,2024-08-31,Dubai,Los Angeles,Rail,Electronics,11916.89,331.1,27.01,0.21,11.125,0.0
SC-13966,2025-03-05,Los Angeles,Rotterdam,Air,Electronics,4943.28,296.37,0.7,-0.19,16.075,0.03125
SC-13967,2025-05-18,Singapore,Los Angeles,Air,Pharmaceuticals,1083.74,368.4,0.5,0.28,11.125,0.0
SC-13968,2024-03-02,Hamburg,Dubai,Air,Perishables,9031.11,286.1,1.7,-0.36,22.25625,0.0
SC-13969,2024-05-25,Rotterdam,Busan,Road,Perishables,6266.42,34.31,36.9,-0.59,6.4125,0.08125
SC-13970,2025-12-29,Busan,Singapore,Sea,Pharmaceuticals,14620.11,59.11,203.76,0.56,13.7,0.0
SC-13971,2024-10-13,Los Angeles,Busan,Rail,Pharmaceuticals,8390.88,298.64,6.42,-0.35,6.4125,0.08125
SC-13972,2024-04-05,Shanghai,Marseille,Rail,Pharmaceuticals,4490.97,138.21,3.57,-0.96,13.7,0.11875
SC-13973,2024-02-14,Busan,Los Angeles,Rail,Textiles,10786.86,40.74,80.24,-0.19,11.125,0.0
SC-13974,2024-08-25,Shanghai,Hamburg,Air,Textiles,4436.63,215.37,0.51,0.21,14.15,0.2625
SC-13975,2025-06-16,Rotterdam,Marseille,Sea,Automotive,13611.53,277.61,217.49,0.08,13.7,0.11875
SC-13976,2025-02-26,Antwerp,Rotterdam,Road,Perishables,5933.47,165.04,14.34,0.0,16.075,0.03125
SC-13977,2025-12-18,Dubai,Marseille,Road,Automotive,8473.09,360.5,9.6,0.56,13.7,0.11875
SC-13978,2025-01-16,Busan,Singapore,Air,Pharmaceuticals,1233.31,322.24,0.5,-0.18,13.7,0.0
SC-13979,2025-04-14,Busan,Shanghai,Road,Pharmaceuticals,6678.76,167.08,4.11,-0.25,6.4,0.1875
SC-13980,2024-03-27,Rotterdam,Shanghai,Air,Automotive,12569.27,377.68,7.72,-0.36,6.4,0.1875
SC-13981,2025-08-17,Dubai,Antwerp,Sea,Perishables,12181.91,324.7,71.95,-0.08,15.88125,0.1625
SC-13982,2024-04-07,Dubai,Singapore,Sea,Perishables,3752.62,319.09,5.7,-0.96,13.7,0.0
SC-13983,2025-06-01,Busan,Rotterdam,Sea,Textiles,3778.15,277.16,6.93,0.08,16.075,0.03125
SC-13984,2024-05-16,Busan,Dubai,Sea,Perishables,12350.93,6.68,22.45,-0.59,22.25625,0.0
SC-13985,2025-10-14,Busan,Dubai,Road,Electronics,13990.78,348.56,33.25,-0.08,22.25625,0.0
SC-13986,2025-02-07,Hamburg,Singapore,Rail,Textiles,1882.73,188.64,4.77,0.0,13.7,0.0
SC-13987,2024-03-17,Antwerp,Rotterdam,Air,Textiles,7025.85,471.36,0.5,-0.36,16.075,0.03125
SC-13988,2025-08-29,Singapore,Shanghai,Air,Textiles,5393.09,409.17,3.49,-0.08,6.4,0.1875
SC-13989,2025-08-04,Los Angeles,Marseille,Sea,Pharmaceuticals,13124.98,294.26,22.85,-0.08,13.7,0.11875
SC-13990,2024-03-04,Los Angeles,Singapore,Sea,Pharmaceuticals,1711.11,126.84,2.1,-0.36,13.7,0.0
SC-13991,2025-03-21,Los Angeles,Antwerp,Rail,Pharmaceuticals,3561.33,102.65,3.43,-0.19,15.88125,0.1625
SC-13992,2025-11-09,Busan,Singapore,Road,Perishables,11410.79,170.85,14.45,-0.15,13.7,0.0
SC-13993,2024-05-13,Los Angeles,Singapore,Sea,Textiles,1243.76,238.81,7.62,-0.59,13.7,0.0
SC-13994,2024-08-30,Antwerp,Marseille,Rail,Textiles,7641.76,148.74,23.52,0.21,13.7,0.11875
SC-13995,2024-10-25,Los Angeles,Shanghai,Rail,Perishables,6910.55,257.95,39.91,-0.35,6.4,0.1875
SC-13996,2024-09-24,Hamburg,Los Angeles,Air,Electronics,5348.82,83.52,0.5,0.1,11.125,0.0
SC-13997,2024-11-18,Antwerp,Singapore,Air,Automotive,6221.3,488.88,0.97,-0.28,13.7,0.0
SC-13998,2025-02-06,Antwerp,Shanghai,Rail,Textiles,8184.14,54.85,7.57,0.0,6.4,0.1875
SC-13999,2025-12-18,Rotterdam,Singapore,Rail,Automotive,2839.83,466.04,4.68,0.56,13.7,0.0
SC-14000,2024-11-30,Dubai,Busan,Air,Electronics,8793.94,456.88,1.12,-0.28,6.4125,0.08125
SC-14001,2024-11-21,Hamburg,Antwerp,Road,Perishables,12178.77,263.15,11.91,-0.28,15.88125,0.1625
SC-14002,2025-04-08,Shanghai,Hamburg,Road,Textiles,11522.33,362.73,21.81,-0.25,14.15,0.2625
SC-14003,2024-10-05,Rotterdam,Antwerp,Rail,Electronics,2731.55,218.59,2.14,-0.35,15.88125,0.1625
SC-14004,2024-08-27,Shanghai,Busan,Rail,Perishables,2664.12,315.39,19.79,0.21,6.4125,0.08125
SC-14005,2024-03-17,Hamburg,Los Angeles,Road,Electronics,4388.53,170.95,10.07,-0.36,11.125,0.0
SC-14006,2024-07-26,Busan,Marseille,Sea,Pharmaceuticals,5735.58,151.28,16.25,-0.05,13.7,0.11875
SC-14007,2024-05-19,Dubai,Hamburg,Sea,Automotive,6422.61,289.54,18.25,-0.59,14.15,0.2625
SC-14008,2025-08-21,Los Angeles,Dubai,Road,Textiles,10355.61,249.57,53.56,-0.08,22.25625,0.0
SC-14009,2024-04-21,Singapore,Busan,Air,Automotive,1321.87,290.19,0.5,-0.96,6.4125,0.08125
SC-14010,2024-06-08,Busan,Marseille,Air,Perishables,1002.75,144.04,0.5,-0.35,13.7,0.11875
SC-14011,2024-04-18,Dubai,Rotterdam,Sea,Automotive,6182.7,184.11,18.31,-0.96,16.075,0.03125
SC-14012,2024-06-17,Antwerp,Busan,Road,Perishables,10608.87,42.87,7.84,-0.35,6.4125,0.08125
SC-14013,2025-04-05,Busan,Dubai,Rail,Textiles,3304.81,27.09,3.23,-0.25,22.25625,0.0
SC-14014,2025-04-22,Busan,Los Angeles,Air,Textiles,9801.81,127.48,3.63,-0.25,11.125,0.0
SC-14015,2024-11-17,Antwerp,Rotterdam,Air,Textiles,4267.51,38.05,1.77,-0.28,16.075,0.03125
SC-14016,2025-02-20,Antwerp,Hamburg,Road,Automotive,13348.25,52.78,7.61,0.0,14.15,0.2625
SC-14017,2024-05-03,Dubai,Rotterdam,Road,Perishables,13487.5,406.65,13.55,-0.59,16.075,0.03125
SC-14018,2025-07-02,Busan,Antwerp,Road,Electronics,4810.66,20.4,10.43,0.02,15.88125,0.1625
SC-14019,2025-01-01,Dubai,Hamburg,Air,Automotive,3834.91,329.81,0.5,-0.18,14.15,0.2625
SC-14020,2024-07-31,Hamburg,Rotterdam,Road,Textiles,6463.91,137.01,31.96,-0.05,16.075,0.03125
SC-14021,2025-04-07,Antwerp,Dubai,Road,Perishables,3987.71,435.9,27.46,-0.25,22.25625,0.0
SC-14022,2024-11-11,Singapore,Marseille,Rail,Perishables,10249.57,243.01,8.17,-0.28,13.7,0.11875
SC-14023,2025-04-19,Rotterdam,Antwerp,Road,Textiles,12477.94,153.48,87.25,-0.25,15.88125,0.1625
SC-14024,2024-09-28,Busan,Hamburg,Air,Automotive,10259.84,259.3,5.6,0.1,14.15,0.2625
SC-14025,2024-05-02,Los Angeles,Rotterdam,Air,Textiles,12453.08,191.6,0.5,-0.59,16.075,0.03125
SC-14026,2024-04-02,Hamburg,Singapore,Road,Perishables,6256.39,282.59,6.4,-0.96,13.7,0.0
SC-14027,2024-06-10,Shanghai,Busan,Sea,Pharmaceuticals,2766.6,58.15,7.24,-0.35,6.4125,0.08125
SC-14028,2025-12-03,Dubai,Antwerp,Sea,Textiles,11200.29,498.5,50.09,0.56,15.88125,0.1625
SC-14029,2024-11-07,Shanghai,Los Angeles,Rail,Pharmaceuticals,5726.88,213.35,12.02,-0.28,11.125,0.0
SC-14030,2025-12-22,Hamburg,Antwerp,Sea,Electronics,10233.43,174.77,21.04,0.56,15.88125,0.1625
SC-14031,2025-12-14,Shanghai,Rotterdam,Sea,Textiles,4424.34,355.39,9.45,0.56,16.075,0.03125
SC-14032,2025-09-09,Hamburg,Dubai,Rail,Perishables,1677.83,182.59,14.31,-0.02,22.25625,0.0
SC-14033,2024-02-11,Los Angeles,Marseille,Air,Pharmaceuticals,14892.44,416.8,2.89,-0.19,13.7,0.11875
SC-14034,2024-08-08,Shanghai,Antwerp,Road,Pharmaceuticals,2764.92,227.68,5.39,0.21,15.88125,0.1625
SC-14035,2024-12-01,Shanghai,Antwerp,Sea,Perishables,14832.1,360.06,24.78,-0.26,15.88125,0.1625
SC-14036,2024-05-31,Shanghai,Antwerp,Sea,Electronics,14670.56,54.62,82.52,-0.59,15.88125,0.1625
SC-14037,2024-04-03,Dubai,Busan,Rail,Electronics,12010.36,423.21,85.68,-0.96,6.4125,0.08125
SC-14038,2025-12-29,Singapore,Busan,Rail,Textiles,10061.63,368.12,12.05,0.56,6.4125,0.08125
SC-14039,2024-09-11,Los Angeles,Busan,Sea,Electronics,8878.2,106.65,37.12,0.1,6.4125,0.08125
SC-14040,2024-12-30,Dubai,Antwerp,Sea,Textiles,13058.47,73.5,29.57,-0.26,15.88125,0.1625
SC-14041,2025-02-09,Los Angeles,Busan,Sea,Pharmaceuticals,4696.87,158.83,7.63,0.0,6.4125,0.08125
SC-14042,2025-06-09,Dubai,Marseille,Air,Perishables,7281.38,488.06,1.15,0.08,13.7,0.11875
SC-14043,2024-02-20,Hamburg,Dubai,Road,Electronics,9481.15,129.16,21.04,-0.19,22.25625,0.0
SC-14044,2025-11-24,Hamburg,Dubai,Air,Perishables,6462.26,228.61,2.38,-0.15,22.25625,0.0
SC-14045,2024-11-02,Hamburg,Antwerp,Air,Perishables,6698.55,15.98,2.8,-0.28,15.88125,0.1625
SC-14046,2024-09-23,Los Angeles,Rotterdam,Sea,Pharmaceuticals,5289.13,199.22,8.89,0.1,16.075,0.03125
SC-14047,2024-06-27,Rotterdam,Los Angeles,Rail,Electronics,8681.36,286.09,58.28,-0.35,11.125,0.0
SC-14048,2024-02-01,Hamburg,Los Angeles,Air,Electronics,12833.33,476.61,0.5,-0.19,11.125,0.0
SC-14049,2025-02-18,Singapore,Los Angeles,Rail,Perishables,3422.16,258.85,21.54,0.0,11.125,0.0
SC-14050,2025-04-08,Hamburg,Los Angeles,Road,Automotive,14049.28,409.73,26.77,-0.25,11.125,0.0
SC-14051,2025-07-23,Hamburg,Los Angeles,Air,Automotive,10491.77,274.02,5.15,0.02,11.125,0.0
SC-14052,2025-07-17,Dubai,Marseille,Sea,Automotive,12437.46,21.35,37.94,0.02,13.7,0.11875
SC-14053,2024-09-12,Antwerp,Busan,Road,Perishables,8564.77,158.19,22.52,0.1,6.4125,0.08125
SC-14054,2024-04-06,Antwerp,Marseille,Sea,Textiles,11802.99,288.2,30.83,-0.96,13.7,0.11875
SC-14055,2025-04-18,Singapore,Dubai,Rail,Perishables,734.91,475.35,1.89,-0.25,22.25625,0.0
SC-14056,2024-04-14,Busan,Hamburg,Air,Automotive,12366.52,429.71,1.68,-0.96,14.15,0.2625
SC-14057,2024-05-23,Rotterdam,Los Angeles,Sea,Automotive,1082.01,114.95,5.21,-0.59,11.125,0.0
SC-14058,2024-05-04,Antwerp,Marseille,Air,Perishables,13403.74,110.83,1.54,-0.59,13.7,0.11875
SC-14059,2024-01-13,Los Angeles,Rotterdam,Road,Textiles,14883.46,101.39,38.15,-0.34,16.075,0.03125
SC-14060,2024-03-04,Los Angeles,Busan,Sea,Perishables,4763.98,461.33,69.79,-0.36,6.4125,0.08125
SC-14061,2024-08-15,Los Angeles,Shanghai,Road,Automotive,3549.62,426.48,3.43,0.21,6.4,0.1875
SC-14062,2024-05-13,Busan,Marseille,Air,Automotive,11597.77,387.67,0.83,-0.59,13.7,0.11875
SC-14063,2024-07-21,Los Angeles,Hamburg,Sea,Automotive,4168.88,196.97,6.8,-0.05,14.15,0.2625
SC-14064,2025-02-14,Busan,Antwerp,Air,Perishables,13050.65,252.69,1.69,0.0,15.88125,0.1625
SC-14065,2025-01-16,Busan,Singapore,Sea,Automotive,1991.22,232.7,9.46,-0.18,13.7,0.0
SC-14066,2025-12-03,Dubai,Los Angeles,Air,Electronics,2326.35,127.45,0.5,0.56,11.125,0.0
SC-14067,2025-10-07,Shanghai,Los Angeles,Road,Pharmaceuticals,14697.7,253.01,76.43,-0.08,11.125,0.0
SC-14068,2025-10-22,Dubai,Marseille,Rail,Automotive,10270.66,16.22,25.15,-0.08,13.7,0.11875
SC-14069,2024-03-27,Los Angeles,Rotterdam,Rail,Perishables,12779.86,66.77,11.25,-0.36,16.075,0.03125
SC-14070,2025-08-19,Antwerp,Marseille,Air,Perishables,5202.78,443.41,0.6,-0.08,13.7,0.11875
SC-14071,2025-08-23,Antwerp,Marseille,Road,Automotive,10309.01,376.09,9.13,-0.08,13.7,0.11875
SC-14072,2024-09-22,Los Angeles,Rotterdam,Air,Electronics,9116.51,212.01,0.5,0.1,16.075,0.03125
SC-14073,2024-03-17,Busan,Marseille,Sea,Electronics,9245.68,259.06,126.84,-0.36,13.7,0.11875
SC-14074,2024-01-23,Busan,Singapore,Air,Electronics,10396.72,185.63,0.77,-0.34,13.7,0.0
SC-14075,2024-03-07,Singapore,Los Angeles,Road,Perishables,8842.71,370.65,9.81,-0.36,11.125,0.0
SC-14076,2024-07-21,Dubai,Antwerp,Air,Textiles,6721.4,392.31,0.5,-0.05,15.88125,0.1625
SC-14077,2025-10-23,Rotterdam,Marseille,Rail,Perishables,4500.88,381.88,9.29,-0.08,13.7,0.11875
SC-14078,2025-03-30,Rotterdam,Hamburg,Air,Automotive,11644.43,361.58,0.85,-0.19,14.15,0.2625
SC-14079,2024-05-11,Hamburg,Rotterdam,Rail,Textiles,3780.95,103.05,30.02,-0.59,16.075,0.03125
SC-14080,2024-04-04,Singapore,Antwerp,Rail,Perishables,10539.14,169.65,11.14,-0.96,15.88125,0.1625
SC-14081,2024-12-05,Busan,Los Angeles,Air,Textiles,3883.33,235.45,0.5,-0.26,11.125,0.0
SC-14082,2024-05-05,Dubai,Rotterdam,Air,Pharmaceuticals,9567.29,166.07,0.5,-0.59,16.075,0.03125
SC-14083,2024-02-13,Dubai,Antwerp,Air,Automotive,11332.63,377.72,7.21,-0.19,15.88125,0.1625
SC-14084,2025-04-17,Los Angeles,Dubai,Air,Electronics,3671.35,165.35,0.62,-0.25,22.25625,0.0
SC-14085,2024-02-21,Antwerp,Busan,Air,Automotive,1369.18,69.98,0.98,-0.19,6.4125,0.08125
SC-14086,2024-06-21,Antwerp,Los Angeles,Road,Electronics,2399.12,200.12,1.42,-0.35,11.125,0.0
SC-14087,2025-08-10,Antwerp,Rotterdam,Air,Perishables,9286.96,489.98,1.24,-0.08,16.075,0.03125
SC-14088,2025-03-19,Hamburg,Busan,Air,Perishables,12816.97,113.71,1.29,-0.19,6.4125,0.08125
SC-14089,2025-02-08,Dubai,Marseille,Air,Automotive,1152.45,306.47,0.5,0.0,13.7,0.11875
SC-14090,2025-05-23,Singapore,Marseille,Sea,Automotive,11145.19,217.05,47.29,0.28,13.7,0.11875
SC-14091,2024-01-31,Singapore,Shanghai,Rail,Automotive,5449.12,36.44,5.7,-0.34,6.4,0.1875
SC-14092,2025-01-26,Rotterdam,Shanghai,Rail,Electronics,7438.66,244.45,16.16,-0.18,6.4,0.1875
SC-14093,2025-11-30,Rotterdam,Shanghai,Road,Pharmaceuticals,13968.46,351.38,10.2,-0.15,6.4,0.1875
SC-14094,2025-03-12,Dubai,Singapore,Air,Pharmaceuticals,5313.59,257.1,0.58,-0.19,13.7,0.0
SC-14095,2024-06-25,Antwerp,Singapore,Rail,Automotive,7247.39,436.18,46.13,-0.35,13.7,0.0
SC-14096,2024-12-28,Antwerp,Singapore,Air,Automotive,698.4,145.18,0.5,-0.26,13.7,0.0
SC-14097,2024-08-07,Los Angeles,Dubai,Air,Automotive,1683.18,44.04,0.5,0.21,22.25625,0.0
SC-14098,2024-07-10,Antwerp,Shanghai,Air,Electronics,4249.58,468.35,0.5,-0.05,6.4,0.1875
SC-14099,2024-10-08,Shanghai,Dubai,Road,Textiles,903.86,189.72,0.75,-0.35,22.25625,0.0
SC-14100,2024-10-13,Antwerp,Dubai,Road,Textiles,9654.94,288.63,7.89,-0.35,22.25625,0.0
SC-14101,2025-04-01,Los Angeles,Marseille,Sea,Textiles,6682.78,396.21,9.59,-0.25,13.7,0.11875
SC-14102,2024-06-01,Busan,Rotterdam,Rail,Perishables,8448.11,162.83,7.42,-0.35,16.075,0.03125
SC-14103,2024-02-05,Shanghai,Los Angeles,Sea,Automotive,3032.38,358.37,15.02,-0.19,11.125,0.0
SC-14104,2025-09-20,Dubai,Hamburg,Road,Electronics,4791.01,68.57,10.8,-0.02,14.15,0.2625
